tdcono|tddivi|tdidtr|tdmvxp|tdextp|tdmvxd|tdmbmd|tdtx15|tdtx40|tdtxid|tdrgdt|tdrgtm|tdlmdt|tdchno|tdchid
100||142|||C21|052129129DR|052129129DR|052129129DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|052129129DS|052129129DS|052129129DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0528310470000DR|0528310470000DR|0528310470000DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0528310470000DS|0528310470000DS|0528310470000DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0530460250000DR|0530460250000DR|0530460250000DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0530460250000DS|0530460250000DS|0530460250000DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0534744210000DR|0534744210000DR|0534744210000DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0534744210000DS|0534744210000DS|0534744210000DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0539452590000DR|0539452590000DR|0539452590000DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0539452590000DS|0539452590000DS|0539452590000DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|057230799DR|057230799DR|057230799DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|057230799DS|057230799DS|057230799DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0588222890000DR|0588222890000DR|0588222890000DR|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0588222890000DS|0588222890000DS|0588222890000DS|0|20260505|132135|20260505|1|SCOUGHLAN
100||142|||C21|0591586340000DR|0591586340000DR|0591586340000DR|0|20260505|132135|20260505|1|SCOUGHLAN
